 "placeid" , "placename" ,
 "http://purl.bdrc.io/resource/G1KG24303" , "klu 'khyil dgon/" ,
 "http://purl.bdrc.io/resource/G1KG24303" , "klu dgon/" ,
 "http://purl.bdrc.io/resource/G1KG24303" , "klu 'khyil dgon pa/" ,
 "http://purl.bdrc.io/resource/G1KG24303" , "li kir dgon pa/" ,
 "http://purl.bdrc.io/resource/G1KG24303" , "klu dgon dga' ldan dar rgyas gling /" ,
 "http://purl.bdrc.io/resource/G1GS136660" , "'phyos rgyal mtshan rtse'i dben gnas/" ,
 "http://purl.bdrc.io/resource/G3JT12562" , "bzhi sde dga' ldan bsam gling gzim chung gi par khang" ,
 "http://purl.bdrc.io/resource/G3JT12562" , "bzhi sde dga' ldan bsam gling gzim chung 'chi med dga' tshal gi par khang" ,
 "http://purl.bdrc.io/resource/G3JT12579" , "rtse bde yangs shar gyi par khang" ,
 "http://purl.bdrc.io/resource/G1KG12914" , "klu sbug tshal zhing par khang /" ,
 "http://purl.bdrc.io/resource/G1KG12914" , "klu sbug tshal zhing spar khang /" ,
 "http://purl.bdrc.io/resource/G3CN218" , "kong po g.yung drung 'dzin gyi rdo brkos/" ,
 "http://purl.bdrc.io/resource/G3CN218" , "kong po de mo'i bka' gtsigs brag brkos ma/" ,
 "http://purl.bdrc.io/resource/G3CN216" , "bsam yas rdo ring" ,
 "http://purl.bdrc.io/resource/G3CN216" , "bsam yas gtsug lag khang gi rdo ring" ,
 "http://purl.bdrc.io/resource/G3CN207" , 唐蕃会盟碑 ,
 "http://purl.bdrc.io/resource/G3CN207" , "dbon zhang rdo ring" ,
 "http://purl.bdrc.io/resource/G3CN207" , "dbon zhang 'dum pa'i bka' gtsigs kyi rdo ring" ,
 "http://purl.bdrc.io/resource/G3CN207" , "lha sa gtsug lag khang mdun gyi rdo ring" ,
 "http://purl.bdrc.io/resource/G3CN207" , "dbon zhang 'dum pa'i rdo ring" ,
 "http://purl.bdrc.io/resource/G3CN207" , "tangbo huimeng bei" ,
 "http://purl.bdrc.io/resource/G3CN207" , "khrang ching mthun 'brel rdo ring" ,
 "http://purl.bdrc.io/resource/G3368" , "skar chung lha khang" ,
 "http://purl.bdrc.io/resource/G3368" , "sangs rgyas dgon/" ,
 "http://purl.bdrc.io/resource/G3368" , "rgyal lde skar chung lha khang" ,
 "http://purl.bdrc.io/resource/G3CN208" , "zhol rdo ring" ,
 "http://purl.bdrc.io/resource/G3CN217" , "zhwa lha khang gi rdo ring" ,
 "http://purl.bdrc.io/resource/G576" , "chab mdo/" ,
 "http://purl.bdrc.io/resource/G3CN219" , "dkar chung rdo ring" ,
 "http://purl.bdrc.io/resource/G3CN219" , "rgyal sde dkar chung lha khang gi rdo ring" ,
 "http://purl.bdrc.io/resource/G1KR1701" , "rting rngul bon dgon/" ,
 "http://purl.bdrc.io/resource/G1KR1701" , 丁俄崩贡寺 ,
 "http://purl.bdrc.io/resource/G1KR1701" , 登嘎寺 ,
 "http://purl.bdrc.io/resource/G1KR1701" , "sog sde rting rngul bon dgon/" ,
 "http://purl.bdrc.io/resource/G1KR1701" , "dengga si" ,
 "http://purl.bdrc.io/resource/G1KR1701" , "ding'e benggong si" ,
 "http://purl.bdrc.io/resource/G1KR1701" , "ding'eben si" ,
 "http://purl.bdrc.io/resource/G1KR1701" , 丁俄本寺 ,
 "http://purl.bdrc.io/resource/G1KR1701" , "rting ngu bon dgon/" ,
 "http://purl.bdrc.io/resource/G1KR1702" , 扎西曲林寺 ,
 "http://purl.bdrc.io/resource/G1KR1702" , "sog sde ben dgon/" ,
 "http://purl.bdrc.io/resource/G1KR1702" , "bkra shis chos gling dgon/" ,
 "http://purl.bdrc.io/resource/G1KR1702" , "zhaxi qulin si" ,
 "http://purl.bdrc.io/resource/G1KR1702" , "sog sde ben dgon bkra shis chos gling" ,
 "http://purl.bdrc.io/resource/G1KR1705" , 卓曲寺 ,
 "http://purl.bdrc.io/resource/G1KR1705" , "sgrub chu dgon/" ,
 "http://purl.bdrc.io/resource/G1KR1705" , "sgrub chu dgon phun tshogs chos 'khor gling" ,
 "http://purl.bdrc.io/resource/G1KR1705" , "phun tshogs chos 'khor gling" ,
 "http://purl.bdrc.io/resource/G1KR1705" , "zhuoqu si" ,
 "http://purl.bdrc.io/resource/G1KR1704" , 夏日寺 ,
 "http://purl.bdrc.io/resource/G1KR1704" , "shar ri dgon/" ,
 "http://purl.bdrc.io/resource/G1KR1704" , "rdza dmar shar ri dgon/" ,
 "http://purl.bdrc.io/resource/G1KR1704" , "sha ri dgon/" ,
 "http://purl.bdrc.io/resource/G1KR1704" , "xiari si" ,
 "http://purl.bdrc.io/resource/G1KR1700" , "snang gsal dgon/" ,
 "http://purl.bdrc.io/resource/G1KR1700" , 朗色寺 ,
 "http://purl.bdrc.io/resource/G1KR1700" , "langse si" ,
 "http://purl.bdrc.io/resource/G1KR1700" , "a grags snang gsal dgon/" ,
 "http://purl.bdrc.io/resource/G1KR1700" , "a grags snang gsal dgon g.yung drung gsal ba gling" ,
 "http://purl.bdrc.io/resource/G1KR1700" , "g.yung drung gsal ba gling" ,
 "http://purl.bdrc.io/resource/G1KR1703" , "chab mdo dgon/" ,
 "http://purl.bdrc.io/resource/G1KR1703" , 昌都寺 ,
 "http://purl.bdrc.io/resource/G1KR1703" , "chab mdo dgon dpal gshen bstan g.yung drung bde chen gling" ,
 "http://purl.bdrc.io/resource/G1KR1703" , "nierong xian changdu si" ,
 "http://purl.bdrc.io/resource/G1KR1703" , "dpal gshen bstan g.yung drung bde chen gling" ,
 "http://purl.bdrc.io/resource/G1KR1703" , "g.yung drung bde chen gling" ,
 "http://purl.bdrc.io/resource/G1KR1703" , "changdu si" ,
 "http://purl.bdrc.io/resource/G1KR1703" , 聂荣县昌都寺 ,
 "http://purl.bdrc.io/resource/G2820" , 昌珠寺 ,
 "http://purl.bdrc.io/resource/G2820" , "g.yon ru khra 'brug gtsug lag khang" ,
 "http://purl.bdrc.io/resource/G2820" , "Tradruk Monastery" ,
 "http://purl.bdrc.io/resource/G2820" , "chos 'khor khra 'brug" ,
 "http://purl.bdrc.io/resource/G2820" , "khra 'brug gtsug lag khang" ,
 "http://purl.bdrc.io/resource/G2820" , "changzhu si" ,
 "http://purl.bdrc.io/resource/G2820" , "g.yo ru khra 'brug bkra shis byams snyoms lha khang" ,
 "http://purl.bdrc.io/resource/G2820" , "g.yo ru khra 'brug" ,
 "http://purl.bdrc.io/resource/G1KR817" , "gnas chung dgon pa/" ,
 "http://purl.bdrc.io/resource/G1KR817" , 乃穷寺 ,
 "http://purl.bdrc.io/resource/G1KR817" , "Nechung Gonpa" ,
 "http://purl.bdrc.io/resource/G1KR817" , "gnas chung rdo rje sgra dbyangs gling" ,
 "http://purl.bdrc.io/resource/G1KR817" , "gnas chung grwa tshang" ,
 "http://purl.bdrc.io/resource/G1KR817" , "naiqiong si" ,
 "http://purl.bdrc.io/resource/G1KR817" , "naiqiong zhayanglin" ,
 "http://purl.bdrc.io/resource/G1KR817" , "rdo rje sgra dbyangs gling" ,
 "http://purl.bdrc.io/resource/G1KR817" , 乃穷扎央林 ,
 "http://purl.bdrc.io/resource/G1PD96040" , 章嘉寺 ,
 "http://purl.bdrc.io/resource/G1PD96040" , "lcang kya dgon gsar/" ,
 "http://purl.bdrc.io/resource/G1PD96040" , "lcang kya zi dgon gsar thar ba gling" ,
 "http://purl.bdrc.io/resource/G1PD96040" , 张家寺 ,
 "http://purl.bdrc.io/resource/G1PD96040" , "zhangjia si" ,
 "http://purl.bdrc.io/resource/G1PD96040" , "zhang jia si" ,
 "http://purl.bdrc.io/resource/G1PD96040" , "dgon gsar thar ba gling" ,
 "http://purl.bdrc.io/resource/G1PD96040" , "lcang skya zi dgon gsar thar ba gling" ,
 "http://purl.bdrc.io/resource/G3160" , "kong ru dpal ldan don gling dgon/" ,
 "http://purl.bdrc.io/resource/G4605" , "Netang Drolma Lhakhang" ,
 "http://purl.bdrc.io/resource/G4605" , "snye thang sgrol ma lha khang" ,
 "http://purl.bdrc.io/resource/G4605" , 聂塘卓玛拉康 ,
 "http://purl.bdrc.io/resource/G4605" , "mnyes thang sgrol ma lha khang" ,
 "http://purl.bdrc.io/resource/G4605" , "nietang zhuoma lakang" ,
 "http://purl.bdrc.io/resource/G2057" , "a yang dgon/" ,
 "http://purl.bdrc.io/resource/G3161" , "klu dgon pa/" ,
 "http://purl.bdrc.io/resource/G3161" , "g.yung drung bde chen gling" ,
 "http://purl.bdrc.io/resource/G3161" , "klu dgon g.yung drung bde chen gling" ,
 "http://purl.bdrc.io/resource/G4145" , "Norbu Lingka Palace" ,
 "http://purl.bdrc.io/resource/G4145" , "bskal bzang pho brang" ,
 "http://purl.bdrc.io/resource/G4145" , 罗布林卡宫殿 ,
 "http://purl.bdrc.io/resource/G4145" , "nor gling rtag brtan mi 'gyur pho brang" ,
 "http://purl.bdrc.io/resource/G4145" , "luobu linka gongdian" ,
 "http://purl.bdrc.io/resource/G1PD110105" , "yangs pa can/" ,
 "http://purl.bdrc.io/resource/G1PD110105" , "vaishali" ,
 "http://purl.bdrc.io/resource/G1PD110105" , "baish+yali/" ,
 "http://purl.bdrc.io/resource/G1PD110110" , "a jan ta/" ,
 "http://purl.bdrc.io/resource/G1PD110110" , "ajanta" ,
 "http://purl.bdrc.io/resource/G1PD110111" , "bya rgod phung po'i ri/" ,
 "http://purl.bdrc.io/resource/G1PD110111" , "vulture peak" ,
 "http://purl.bdrc.io/resource/G1PD110109" , "ellora" ,
 "http://purl.bdrc.io/resource/G1PD110109" , "i lo ra/" ,
 "http://purl.bdrc.io/resource/G3JT12415" , "rtse rig gnas slob grwa/" ,
 "http://purl.bdrc.io/resource/G3JT12415" , 布达拉宫僧官学校 ,
 "http://purl.bdrc.io/resource/G3JT12415" , "school for tibetan government officer in potala" ,
 "http://purl.bdrc.io/resource/G4635" , "lha mo'i bla mtsho" ,
 "http://purl.bdrc.io/resource/G4635" , 拉姆拉措湖 ,
 "http://purl.bdrc.io/resource/G4635" , "Lhamo Latso" ,
 "http://purl.bdrc.io/resource/G4635" , "lamu lacuo hu" ,
 "http://purl.bdrc.io/resource/G2CN576" , "dur khrod bsil ba'i tshal/" ,
 "http://purl.bdrc.io/resource/G2CN576" , "durgA shrI/" ,
 "http://purl.bdrc.io/resource/G2CN10953" , "varanasi" ,
 "http://purl.bdrc.io/resource/G2CN10953" , "wa ra NA si/" ,
 "http://purl.bdrc.io/resource/G1PD110108" , "sAn ci/" ,
 "http://purl.bdrc.io/resource/G1PD110108" , "sanci" ,
 "http://purl.bdrc.io/resource/G1PD110108" , "sanchi" ,
 "http://purl.bdrc.io/resource/G1PD110108" , "san ci/" ,
 "http://purl.bdrc.io/resource/G1PD110106" , "rgyal po'i khab/" ,
 "http://purl.bdrc.io/resource/G1PD110106" , "rajgir" ,
 "http://purl.bdrc.io/resource/G158" , "dge 'phel ri khrod/" ,
 "http://purl.bdrc.io/resource/G1PD110104" , "mnyan yod/" ,
 "http://purl.bdrc.io/resource/G1PD110104" , "sravasti" ,
 "http://purl.bdrc.io/resource/G1PD110104" , "shra wa sti/" ,
 "http://purl.bdrc.io/resource/G1PD110104" , "sa he Ta ma hed/" ,
 "http://purl.bdrc.io/resource/G2MS14908" , "'bras spungs mchod rten/" ,
 "http://purl.bdrc.io/resource/G2MS14908" , "dhanyakaka stupa" ,
 "http://purl.bdrc.io/resource/G2MS14908" , "'bras spungs kyi mchod rten/" ,
 "http://purl.bdrc.io/resource/G8LS1429" , "'dod rgu thang" ,
 "http://purl.bdrc.io/resource/G8LS1429" , "sgang stod 'dod rgu thang" ,
 "http://purl.bdrc.io/resource/G1PD110103" , "rtswa mchog grong /" ,
 "http://purl.bdrc.io/resource/G1PD110103" , "kushinagar" ,
 "http://purl.bdrc.io/resource/G1PD110103" , "ma tha ku wa/" ,
 "http://purl.bdrc.io/resource/G1KG12791" , "lha sa sman rtsis khang gi par khang /" ,
 "http://purl.bdrc.io/resource/G1KG12791" , "bod ljongs sman rtsis khang gi par khang /" ,
 "http://purl.bdrc.io/resource/G1KG12791" , "lha ldan sman rtsis khang gi par khang /" ,
 "http://purl.bdrc.io/resource/G2DB25459" , "bdud shul 'khyoms bza'" ,
 "http://purl.bdrc.io/resource/G2CN10934" , "gzim zur khang gi par khang" ,
 "http://purl.bdrc.io/resource/G3774" , "srin mo rdzong" ,
 "http://purl.bdrc.io/resource/G3774" , "khams srin mo rdzong" ,
 "http://purl.bdrc.io/resource/G3774" , "khams kyi du ba ri/" ,
 "http://purl.bdrc.io/resource/G3774" , "nags shod rong skor gnas/" ,
 "http://purl.bdrc.io/resource/G1AG60" , "mkha' spyod bde ldan/" ,
 "http://purl.bdrc.io/resource/G00JR138" , "bkra shis stag mgo" ,
 "http://purl.bdrc.io/resource/G1KG2859" , "shel gyi ri bo 'brug sgra/" ,
 "http://purl.bdrc.io/resource/G1KG2859" , "shel gyi ri bo/" ,
 "http://purl.bdrc.io/resource/G3189" , "byang thang" ,
 "http://purl.bdrc.io/resource/G00EGS1016716" , "dge rgyal nag tshang dgon/" ,
 "http://purl.bdrc.io/resource/G00EGS1016716" , "nag tshang dgon (dge rgyal)" ,
 "http://purl.bdrc.io/resource/G2312" , "mtsho byang rang skyong khul/" ,
 "http://purl.bdrc.io/resource/G2312" , "North Kokonor Prefecture" ,
 "http://purl.bdrc.io/resource/G2312" , 海北州 ,
 "http://purl.bdrc.io/resource/G2312" , "haibei zhou" ,
 "http://purl.bdrc.io/resource/G2312" , "north kokonor autonomous tibetan prefecture" ,
 "http://purl.bdrc.io/resource/G2312" , "mtsho byang bod rigs rang skyong khul/" ,
 "http://purl.bdrc.io/resource/G2312" , "mtsho byang khul/" ,
 "http://purl.bdrc.io/resource/G1KG12786" , "rdzogs chen shrI seng par khang /" ,
 "http://purl.bdrc.io/resource/G1KG12786" , "rdzogs chen shrI sing+ha'i par khang /" ,
 "http://purl.bdrc.io/resource/G1KG12786" , "rdzogs chen shrI siMha'i par khang /" ,
 "http://purl.bdrc.io/resource/G2CN10921" , "stod lung mtshur phu'i par khang" ,
 "http://purl.bdrc.io/resource/G3JT12522" , "co ne par khang" ,
 "http://purl.bdrc.io/resource/G3JT12513" , "rta mgo par khang" ,
 "http://purl.bdrc.io/resource/G3JT12513" , "sgrub sde nges don zung 'jug grub pa'i dga' tshal gyi par khang" ,
 "http://purl.bdrc.io/resource/G2CN10922" , "gnam 'brug dgon gyi par khang" ,
 "http://purl.bdrc.io/resource/G2335" , 金川县 ,
 "http://purl.bdrc.io/resource/G2335" , "chu chen rdzong" ,
 "http://purl.bdrc.io/resource/G2335" , "jinchuan xian" ,
 "http://purl.bdrc.io/resource/G4919" , "mgar brag dkar dgon pa/" ,
 "http://purl.bdrc.io/resource/G4919" , "brag dkar dgon pa (mgar)" ,
 "http://purl.bdrc.io/resource/G4919" , "mgar brag dkar bde ldan phun tshogs gling" ,
 "http://purl.bdrc.io/resource/G3JT12546" , "bod kyi dpe mdzod kyi par khang" ,
 "http://purl.bdrc.io/resource/G3JT12546" , "dha ram sa la bod kyi dpe mdzod kyi par khang" ,
 "http://purl.bdrc.io/resource/G2CN10875" , "nyi ma lcang ra'i par khang" ,
 "http://purl.bdrc.io/resource/G2CN10875" , "'bri gung nyi ma lcang ra'i par khang" ,
 "http://purl.bdrc.io/resource/G3211" , "o rgyan gling" ,
 "http://purl.bdrc.io/resource/G3JT12592" , "dgon lung byams pa gling gi par khang" ,
 "http://purl.bdrc.io/resource/G3JT12617" , "ri bo legs bshad gling gyi par khang" ,
 "http://purl.bdrc.io/resource/G3JT12617" , "rin chen ri bo legs bshad gling gyi par khang" ,
 "http://purl.bdrc.io/resource/G3JT12532" , "sa ngor 'dus sde'i par khang" ,
 "http://purl.bdrc.io/resource/G3JT12532" , "ngor dgon pa'i par khang" ,
 "http://purl.bdrc.io/resource/G3JT12532" , "sgang tog sa ngor 'dus sde'i par khang" ,
 "http://purl.bdrc.io/resource/G3CN101" , "Nakshod" ,
 "http://purl.bdrc.io/resource/G3CN101" , "nags shod/" ,
 "http://purl.bdrc.io/resource/G3CN101" , "nag shod/" ,
 "http://purl.bdrc.io/resource/G3CN101" , "nags shod stong bu chung" ,
 "http://purl.bdrc.io/resource/G3CN101" , "sbas yul nags shod/" ,
 "http://purl.bdrc.io/resource/G3CN101" , "sbas yul lung gsum ljongs/" ,
 "http://purl.bdrc.io/resource/G3623" , "'bri ru rgya zam/" ,
 "http://purl.bdrc.io/resource/G3623" , "'bri ru'i rgya zam/" ,
 "http://purl.bdrc.io/resource/G2386" , 比如县 ,
 "http://purl.bdrc.io/resource/G2386" , "'bri ru rdzong" ,
 "http://purl.bdrc.io/resource/G2386" , "Biru county" ,
 "http://purl.bdrc.io/resource/G2386" , "biru xian" ,
 "http://purl.bdrc.io/resource/G00JR666" , "bde chen gsang ba phug" ,
 "http://purl.bdrc.io/resource/G1977" , "pad+ma bkod/" ,
 "http://purl.bdrc.io/resource/G3JT12515" , "snye mo shags ram skyid khang pa'i par khang" ,
 "http://purl.bdrc.io/resource/G2CN10907" , "sa skya par khang" ,
 "http://purl.bdrc.io/resource/G4288" , "brag mkhar dgon/" ,
 "http://purl.bdrc.io/resource/G1KG18527" , "rdza steng chen dgon/" ,
 "http://purl.bdrc.io/resource/G1KG18527" , "rdza steng chen dgon mdo sngags bstan rgyas gling /" ,
 "http://purl.bdrc.io/resource/G2CN10848" , "'bras spungs sngags pa grwa tshang gi par khang" ,
 "http://purl.bdrc.io/resource/G2CN10848" , "Drepung Ngakpa Dratsang" ,
 "http://purl.bdrc.io/resource/G2301" , "Seshul county" ,
 "http://purl.bdrc.io/resource/G2301" , "ser shul rdzong" ,
 "http://purl.bdrc.io/resource/G2301" , 石渠县 ,
 "http://purl.bdrc.io/resource/G2301" , "rdza chu kha/" ,
 "http://purl.bdrc.io/resource/G2301" , "shiqu xian" ,
 "http://purl.bdrc.io/resource/G3JT12585" , "shar rdza ri khrod kyi par khang" ,
 "http://purl.bdrc.io/resource/G3JT12573" , "lha lung klu sdings par khang" ,
 "http://purl.bdrc.io/resource/G2324" , "yul shul rang skyong khul/" ,
 "http://purl.bdrc.io/resource/G2324" , "Yulshul Prefecture" ,
 "http://purl.bdrc.io/resource/G2324" , 玉树州 ,
 "http://purl.bdrc.io/resource/G2324" , 玉树藏族自治州 ,
 "http://purl.bdrc.io/resource/G2324" , "Yulshul Tibetan Autonomous Prefecture" ,
 "http://purl.bdrc.io/resource/G2324" , "yus hru'u bod rigs rang skyong khul/" ,
 "http://purl.bdrc.io/resource/G2324" , "yushu zhou" ,
 "http://purl.bdrc.io/resource/G2324" , "yushu zangzu zizhizhou" ,
 "http://purl.bdrc.io/resource/G2324" , "yus hru'u rang skyong khul/" ,
 "http://purl.bdrc.io/resource/G2324" , "skye rgu mdo khul/" ,
 "http://purl.bdrc.io/resource/G2324" , "yul shul bod rigs rang skyong khul/" ,
 "http://purl.bdrc.io/resource/G2324" , "yul shul khul/" ,
 "http://purl.bdrc.io/resource/G3JT12559" , "chos dpal zhing dgon pa'i par khang" ,
 "http://purl.bdrc.io/resource/G3JT12559" , "chos dpal zhing bkra shis chos 'khor gling gi par khang" ,
 "http://purl.bdrc.io/resource/G2CN10886" , "ras chung phug par khang" ,
 "http://purl.bdrc.io/resource/G3JT12500" , "tsha kwan as mag gi par khang" ,
 "http://purl.bdrc.io/resource/G2383" , 湟源县 ,
 "http://purl.bdrc.io/resource/G2383" , "stong skor rdzong" ,
 "http://purl.bdrc.io/resource/G2383" , "stong 'khor rdzong" ,
 "http://purl.bdrc.io/resource/G2383" , "huangyuan xian" ,
 "http://purl.bdrc.io/resource/G2383" , "zi ling stong skor rdzong" ,
 "http://purl.bdrc.io/resource/G3688" , "dpal ri dgon/" ,
 "http://purl.bdrc.io/resource/G3688" , 白日寺 ,
 "http://purl.bdrc.io/resource/G3688" , "Pelri Gon" ,
 "http://purl.bdrc.io/resource/G3688" , "bairi si" ,
 "http://purl.bdrc.io/resource/G3688" , "bailang bairi si" ,
 "http://purl.bdrc.io/resource/G3688" , 白朗白日寺 ,
 "http://purl.bdrc.io/resource/G3688" , "smin gling dpal ri dgon/" ,
 "http://purl.bdrc.io/resource/G3688" , "pa snam dpal ri dgon/" ,
 "http://purl.bdrc.io/resource/G3JT12613" , "'phan po na len+dra'i par khang" ,
 "http://purl.bdrc.io/resource/G4576" , "glang thang dgon/" ,
 "http://purl.bdrc.io/resource/G4576" , 朗塘寺 ,
 "http://purl.bdrc.io/resource/G4576" , "Langtang Gon" ,
 "http://purl.bdrc.io/resource/G4576" , "langtang si" ,
 "http://purl.bdrc.io/resource/G4136" , "ze phug ri khrod/" ,
 "http://purl.bdrc.io/resource/G4136" , "dga' ldan mkha' spyod/" ,
 "http://purl.bdrc.io/resource/G4136" , "ze phug ri khrod dga' ldan mkha' spyod/" ,
 "http://purl.bdrc.io/resource/G3201" , "mdzod dge gling ba dgon/" ,
 "http://purl.bdrc.io/resource/G3201" , 日翁寺 ,
 "http://purl.bdrc.io/resource/G3201" , "mdzod dge gling ba dgon/" ,
 "http://purl.bdrc.io/resource/G3201" , "reweng si" ,
 "http://purl.bdrc.io/resource/G3201" , "riweng si" ,
 "http://purl.bdrc.io/resource/G3201" , 热翁寺 ,
 "http://purl.bdrc.io/resource/G3201" , "gling ba dgon (rnga ba)" ,
 "http://purl.bdrc.io/resource/G1KR183" , "d+hI phu dgon/" ,
 "http://purl.bdrc.io/resource/G1KR183" , 德格寺 ,
 "http://purl.bdrc.io/resource/G1KR183" , "d+hI phu dgon thub bstan dge legs gter mdzod gling /" ,
 "http://purl.bdrc.io/resource/G1KR183" , "mkhar mda' dgon/" ,
 "http://purl.bdrc.io/resource/G1KR183" , "De ge si" ,
 "http://purl.bdrc.io/resource/G3JT12525" , "a mchog dgon dga' ldan chos 'khor gling gi par khang" ,
 "http://purl.bdrc.io/resource/G3JT12525" , "a mchog bde mo thang dga' ldan chos 'khor gling gi par khang" ,
 "http://purl.bdrc.io/resource/G3636" , 辽西寺 ,
 "http://purl.bdrc.io/resource/G3636" , "smyo shul ljon pa lung dgon/" ,
 "http://purl.bdrc.io/resource/G3636" , "ljon pa lung dgong pa/" ,
 "http://purl.bdrc.io/resource/G3636" , 辽西圆林 ,
 "http://purl.bdrc.io/resource/G3636" , "liaoxi yuanlin" ,
 "http://purl.bdrc.io/resource/G3636" , "liaoxi si" ,
 "http://purl.bdrc.io/resource/G3638" , "seng ri dgon/" ,
 "http://purl.bdrc.io/resource/G3638" , 生日寺 ,
 "http://purl.bdrc.io/resource/G3638" , "seng ri rdo rje'i g.yul rdzongs bdud 'jims gling" ,
 "http://purl.bdrc.io/resource/G3638" , "seng ri sgar/" ,
 "http://purl.bdrc.io/resource/G3638" , "shengri si" ,
 "http://purl.bdrc.io/resource/G2944" , "spo bo rdzong" ,
 "http://purl.bdrc.io/resource/G2944" , 波密县 ,
 "http://purl.bdrc.io/resource/G2944" , "Pome County" ,
 "http://purl.bdrc.io/resource/G2944" , "spo smad rdzong" ,
 "http://purl.bdrc.io/resource/G2944" , "bomi xian" ,
 "http://purl.bdrc.io/resource/G2944" , "spo mes rdzong" ,
 "http://purl.bdrc.io/resource/G1666" , "rdza steng chen dgon/" ,
 "http://purl.bdrc.io/resource/G1666" , 登青寺 ,
 "http://purl.bdrc.io/resource/G1666" , "steng chen dgon/" ,
 "http://purl.bdrc.io/resource/G1666" , "bstan pa 'gyur med steng chen rnam rgyal gling" ,
 "http://purl.bdrc.io/resource/G1666" , "sde dge rdza steng chen dgon/" ,
 "http://purl.bdrc.io/resource/G1666" , "dengqing si" ,
 "http://purl.bdrc.io/resource/G3JT12570" , "bla rung sgar gi par khang" ,
 "http://purl.bdrc.io/resource/G3JT12570" , "gser rta bla rung dgon gi par khang" ,
 "http://purl.bdrc.io/resource/G3JT12570" , "gser rta lnga ri nang bstan slob gling par khang" ,
 "http://purl.bdrc.io/resource/G1283" , "Dorbod" ,
 "http://purl.bdrc.io/resource/G1283" , "Dörbed" ,
 "http://purl.bdrc.io/resource/G1283" , "dur ped/" ,
 "http://purl.bdrc.io/resource/G1283" , 杜尔伯特 ,
 "http://purl.bdrc.io/resource/G1283" , 绰罗斯氏 ,
 "http://purl.bdrc.io/resource/G3JT12568" , "dpal yul dgon gyi par khang" ,
 "http://purl.bdrc.io/resource/G3JT12568" , "dpal yul dgon pa rnam rgyal byang chub gling par khang" ,
 "http://purl.bdrc.io/resource/G1GS108148" , "bde chen rab rgyas gling" ,
 "http://purl.bdrc.io/resource/G1GS108148" , "Dechen Rabgye Ling" ,
