 "placeid" , "placename" ,
 "http://purl.bdrc.io/resource/G1KR1876" , "Ma'erbeng si" ,
 "http://purl.bdrc.io/resource/G1KR1875" , 仁钦崩寺 ,
 "http://purl.bdrc.io/resource/G1KR1875" , 仁青崩寺 ,
 "http://purl.bdrc.io/resource/G1KR1875" , "Renqingbeng si" ,
 "http://purl.bdrc.io/resource/G1KR1874" , 德尔贡寺 ,
 "http://purl.bdrc.io/resource/G1KR1874" , "De'ergong si" ,
 "http://purl.bdrc.io/resource/G1KR1879" , 白玛卫林寺 ,
 "http://purl.bdrc.io/resource/G1KR1879" , "Baimaweilin si" ,
 "http://purl.bdrc.io/resource/G3456" , "ri chos dgon/" ,
 "http://purl.bdrc.io/resource/G3406" , "stag lung shang ('phan po lhun grub rdzong)" ,
 "http://purl.bdrc.io/resource/G2094" , "lcang ra shar shang (lhun grub rdzong)" ,
 "http://purl.bdrc.io/resource/G4589" , "Shar" ,
 "http://purl.bdrc.io/resource/G4589" , "shar dgon/" ,
 "http://purl.bdrc.io/resource/G4589" , 夏尔寺 ,
 "http://purl.bdrc.io/resource/G4589" , "xia'er si" ,
 "http://purl.bdrc.io/resource/G4589" , 东寺 ,
 "http://purl.bdrc.io/resource/G4589" , "dong si" ,
 "http://purl.bdrc.io/resource/G4591" , "'bri lung dgon/" ,
 "http://purl.bdrc.io/resource/G4591" , "Drilung" ,
 "http://purl.bdrc.io/resource/G4591" , 直隆寺 ,
 "http://purl.bdrc.io/resource/G4591" , "zhilong si" ,
 "http://purl.bdrc.io/resource/G4594" , "rin chen brag dgon/" ,
 "http://purl.bdrc.io/resource/G3405" , "lcang ra shang ('phan po lhun grub rdzong)" ,
 "http://purl.bdrc.io/resource/G4584" , "sne mo dgon/" ,
 "http://purl.bdrc.io/resource/G4584" , "Nemo" ,
 "http://purl.bdrc.io/resource/G4584" , 乃摩寺 ,
 "http://purl.bdrc.io/resource/G4584" , "naimo si" ,
 "http://purl.bdrc.io/resource/G4588" , "lha mo khang" ,
 "http://purl.bdrc.io/resource/G4588" , 拉姆康寺 ,
 "http://purl.bdrc.io/resource/G4588" , "lamukang si" ,
 "http://purl.bdrc.io/resource/G4588" , "Lhamokang" ,
 "http://purl.bdrc.io/resource/G4572" , 康龙寺 ,
 "http://purl.bdrc.io/resource/G4572" , "Khamlung" ,
 "http://purl.bdrc.io/resource/G4572" , "kham lung dgon pa/" ,
 "http://purl.bdrc.io/resource/G4572" , "khams lung ri khrod/" ,
 "http://purl.bdrc.io/resource/G4572" , "kanglong si" ,
 "http://purl.bdrc.io/resource/G4572" , "'phan po kham lung ri khrod/" ,
 "http://purl.bdrc.io/resource/G4597" , "bsam gtan steng" ,
 "http://purl.bdrc.io/resource/G4597" , "Samtentung" ,
 "http://purl.bdrc.io/resource/G4597" , 桑丹定寺 ,
 "http://purl.bdrc.io/resource/G4597" , "sandanding si" ,
 "http://purl.bdrc.io/resource/G3410" , "mkhar rtse shang ('phan po lhun grub rdzong)" ,
 "http://purl.bdrc.io/resource/G4590" , "sna mkhar dgon/" ,
 "http://purl.bdrc.io/resource/G4590" , 那喀尔寺 ,
 "http://purl.bdrc.io/resource/G4590" , "naka'er si" ,
 "http://purl.bdrc.io/resource/G4575" , 加日寺 ,
 "http://purl.bdrc.io/resource/G4575" , "lcags ri dgon/" ,
 "http://purl.bdrc.io/resource/G4575" , "Chakri" ,
 "http://purl.bdrc.io/resource/G4575" , "jiari si" ,
 "http://purl.bdrc.io/resource/G4579" , "Drugyal" ,
 "http://purl.bdrc.io/resource/G4579" , "grub rgyal dgon/" ,
 "http://purl.bdrc.io/resource/G4579" , 楚杰寺 ,
 "http://purl.bdrc.io/resource/G4579" , "chujie si" ,
 "http://purl.bdrc.io/resource/G4580" , "lo tsA dgon/" ,
 "http://purl.bdrc.io/resource/G4580" , 罗杂寺 ,
 "http://purl.bdrc.io/resource/G4580" , "Lotsa" ,
 "http://purl.bdrc.io/resource/G4580" , 译师寺 ,
 "http://purl.bdrc.io/resource/G4580" , "luoza si" ,
 "http://purl.bdrc.io/resource/G4580" , "yishi si" ,
 "http://purl.bdrc.io/resource/G4593" , "sne'u zur dgon/" ,
 "http://purl.bdrc.io/resource/G4593" , "Nezur" ,
 "http://purl.bdrc.io/resource/G4593" , 乃苏寺 ,
 "http://purl.bdrc.io/resource/G4593" , "naisu si" ,
 "http://purl.bdrc.io/resource/G4596" , "Dragyab" ,
 "http://purl.bdrc.io/resource/G4596" , "brag rgyab dgon/" ,
 "http://purl.bdrc.io/resource/G4596" , 扎甲寺 ,
 "http://purl.bdrc.io/resource/G4596" , "zhajia si" ,
 "http://purl.bdrc.io/resource/G3404" , "zur khang shang ('phan po lhun grub rdzong)" ,
 "http://purl.bdrc.io/resource/G3404" , "zung khang shang" ,
 "http://purl.bdrc.io/resource/G4583" , "na mo dgon/" ,
 "http://purl.bdrc.io/resource/G4583" , 娜木寺 ,
 "http://purl.bdrc.io/resource/G4583" , "namu si" ,
 "http://purl.bdrc.io/resource/G4587" , "Gonpa Sarpa" ,
 "http://purl.bdrc.io/resource/G4587" , "dgon pa gsar pa/" ,
 "http://purl.bdrc.io/resource/G4587" , 贡巴萨寺 ,
 "http://purl.bdrc.io/resource/G4587" , 新寺 ,
 "http://purl.bdrc.io/resource/G4587" , "xin si" ,
 "http://purl.bdrc.io/resource/G4587" , "lhun grub rdzong dgon pa gsar pa/" ,
 "http://purl.bdrc.io/resource/G4587" , "gongbasa si" ,
 "http://purl.bdrc.io/resource/G4586" , "bsam gtan gling dgon/" ,
 "http://purl.bdrc.io/resource/G4586" , 桑丹林寺 ,
 "http://purl.bdrc.io/resource/G4586" , "Samtenling" ,
 "http://purl.bdrc.io/resource/G4586" , "sandanlin si" ,
 "http://purl.bdrc.io/resource/G4571" , "grab gser dgon/" ,
 "http://purl.bdrc.io/resource/G4574" , "dga' ldan chos 'khor/" ,
 "http://purl.bdrc.io/resource/G4574" , 甘丹曲廓林寺 ,
 "http://purl.bdrc.io/resource/G4574" , "Ganden Chokor" ,
 "http://purl.bdrc.io/resource/G4574" , "gandan quguolin si" ,
 "http://purl.bdrc.io/resource/G1KR883" , "grab gser khang" ,
 "http://purl.bdrc.io/resource/G1KR883" , 色康寺 ,
 "http://purl.bdrc.io/resource/G1KR883" , "Draserkang" ,
 "http://purl.bdrc.io/resource/G1KR883" , "ser khang dgon/" ,
 "http://purl.bdrc.io/resource/G1KR883" , "sekang si" ,
 "http://purl.bdrc.io/resource/G1KR883" , 林周县色康寺 ,
 "http://purl.bdrc.io/resource/G4578" , "rag ma byams khang" ,
 "http://purl.bdrc.io/resource/G4578" , 热玛强康寺 ,
 "http://purl.bdrc.io/resource/G4578" , "rema qiangkang si" ,
 "http://purl.bdrc.io/resource/G4578" , "Rakma Chamkang" ,
 "http://purl.bdrc.io/resource/G4592" , 甲扎寺 ,
 "http://purl.bdrc.io/resource/G4592" , "Gyadrak" ,
 "http://purl.bdrc.io/resource/G4592" , "rgya grags dgon/" ,
 "http://purl.bdrc.io/resource/G4592" , "jiazha si" ,
 "http://purl.bdrc.io/resource/G2CN10874" , "byang stag lung dgon gyi par khang" ,
 "http://purl.bdrc.io/resource/G4582" , "se smug dgon/" ,
 "http://purl.bdrc.io/resource/G4582" , "Semu" ,
 "http://purl.bdrc.io/resource/G4582" , 司木寺 ,
 "http://purl.bdrc.io/resource/G4582" , "simu si" ,
 "http://purl.bdrc.io/resource/G3407" , "sbyar kha shang ('phan po lhun grub rdzong)" ,
 "http://purl.bdrc.io/resource/G4599" , "'ben rdza dgon/" ,
 "http://purl.bdrc.io/resource/G4599" , "Benza" ,
 "http://purl.bdrc.io/resource/G4599" , 本扎寺 ,
 "http://purl.bdrc.io/resource/G4599" , "benzha si" ,
 "http://purl.bdrc.io/resource/G3458" , "shing mkhar dgon/" ,
 "http://purl.bdrc.io/resource/G2LS523" , "'bri rwa dgon/" ,
 "http://purl.bdrc.io/resource/G3326" , "'chang sgo dgon/" ,
 "http://purl.bdrc.io/resource/G3311" , "sne mo shang (chu shur rdzong)" ,
 "http://purl.bdrc.io/resource/G1KR1189" , 益寺 ,
 "http://purl.bdrc.io/resource/G1KR1189" , "Yi si" ,
 "http://purl.bdrc.io/resource/G1KR1186" , "lha lung dgon/" ,
 "http://purl.bdrc.io/resource/G1KR1186" , 拉龙寺 ,
 "http://purl.bdrc.io/resource/G1KR1186" , "lalong si" ,
 "http://purl.bdrc.io/resource/G1PD96055" , "yon thung po ho zi/" ,
 "http://purl.bdrc.io/resource/G1PD96055" , 烟洞鲍火寺 ,
 "http://purl.bdrc.io/resource/G1PD96055" , 烟洞鲍火寺 ,
 "http://purl.bdrc.io/resource/G1PD96055" , "yantong baohuo si" ,
 "http://purl.bdrc.io/resource/G1PD96055" , 圆通宝佛寺 ,
 "http://purl.bdrc.io/resource/G1PD96055" , 八大山寺 ,
 "http://purl.bdrc.io/resource/G1PD96055" , 圆通宝佛寺/八大山寺 ,
 "http://purl.bdrc.io/resource/G1PD96055" , "yon thung po ho zi" ,
 "http://purl.bdrc.io/resource/G1KR1052" , 本青寺 ,
 "http://purl.bdrc.io/resource/G1KR1052" , "Zhongrang si" ,
 "http://purl.bdrc.io/resource/G1KR1052" , "Benqing si" ,
 "http://purl.bdrc.io/resource/G1KR1052" , 仲让寺 ,
 "http://purl.bdrc.io/resource/G1PD96052" , 华尖寺 ,
 "http://purl.bdrc.io/resource/G1PD96052" , "seng+ge ri khrod/" ,
 "http://purl.bdrc.io/resource/G1PD96052" , 华尖寺 ,
 "http://purl.bdrc.io/resource/G1PD96052" , "hua jian si" ,
 "http://purl.bdrc.io/resource/G1PD96052" , 花间寺 ,
 "http://purl.bdrc.io/resource/G1PD96052" , "huajian si" ,
 "http://purl.bdrc.io/resource/G1PD96052" , "seng+ge ri khrod/" ,
 "http://purl.bdrc.io/resource/G1PD96052" , 花亭寺 ,
 "http://purl.bdrc.io/resource/G1KR1181" , 嘎协寺 ,
 "http://purl.bdrc.io/resource/G1KR1181" , "ga shel dgon/" ,
 "http://purl.bdrc.io/resource/G1KR1181" , "gaxi si" ,
 "http://purl.bdrc.io/resource/G1KR1181" , 嘎西寺 ,
 "http://purl.bdrc.io/resource/G1KR1181" , "gaxie si" ,
 "http://purl.bdrc.io/resource/G2370" , "ko ru mdo mtshams khang" ,
 "http://purl.bdrc.io/resource/G2370" , "ko ru mdo mtshams khang dga' ldan dben gnas chos 'dzin gling" ,
 "http://purl.bdrc.io/resource/G1KR1057" , 仲让寺 ,
 "http://purl.bdrc.io/resource/G1KR1057" , "Duoding si" ,
 "http://purl.bdrc.io/resource/G1KR1057" , "Zhongrang si" ,
 "http://purl.bdrc.io/resource/G1KR1057" , 多丁寺 ,
 "http://purl.bdrc.io/resource/G1KR2254" , 结什当寺 ,
 "http://purl.bdrc.io/resource/G1KR2254" , "gyer thang ri khrod/" ,
 "http://purl.bdrc.io/resource/G1KR2254" , "gyer thang ri khrod byams chen chos rdzong" ,
 "http://purl.bdrc.io/resource/G1KR2254" , "jieshidang jingfang daci fazhai" ,
 "http://purl.bdrc.io/resource/G1KR2254" , 结什当静房大慈法寨 ,
 "http://purl.bdrc.io/resource/G1KR2254" , "jieshidang si" ,
 "http://purl.bdrc.io/resource/G2240" , "sgom phug dgon/" ,
 "http://purl.bdrc.io/resource/G3572" , "stag rtse shang (rgyal rtse rdzong)" ,
 "http://purl.bdrc.io/resource/G3573" , "ra sog shang (rgyal rtse rdzong)" ,
 "http://purl.bdrc.io/resource/G2375" , 格尔木市 ,
 "http://purl.bdrc.io/resource/G2375" , "gor mo grong khyer/" ,
 "http://purl.bdrc.io/resource/G2375" , "ge'ermu shi" ,
 "http://purl.bdrc.io/resource/G2375" , "ge'ermu xian" ,
 "http://purl.bdrc.io/resource/G2375" , 格尔木县 ,
 "http://purl.bdrc.io/resource/G2375" , "gor mo rdzong" ,
 "http://purl.bdrc.io/resource/G1KR1055" , 娘龙寺 ,
 "http://purl.bdrc.io/resource/G1KR1055" , "Nianglong si" ,
 "http://purl.bdrc.io/resource/G1KR1055" , 邦格寺 ,
 "http://purl.bdrc.io/resource/G1KR1055" , "Bangge si" ,
 "http://purl.bdrc.io/resource/G1KR1026" , 根沙寺 ,
 "http://purl.bdrc.io/resource/G1KR1026" , "Gensha si" ,
 "http://purl.bdrc.io/resource/G1KR1018" , 东都寺 ,
 "http://purl.bdrc.io/resource/G1KR1018" , "Dongdu si" ,
 "http://purl.bdrc.io/resource/G1KR1018" , 地本寺 ,
 "http://purl.bdrc.io/resource/G1KR1018" , "Diben si" ,
 "http://purl.bdrc.io/resource/G1KR1073" , 巴纳寺 ,
 "http://purl.bdrc.io/resource/G1KR1036" , 乃多寺 ,
 "http://purl.bdrc.io/resource/G1KR1036" , 耐多寺 ,
 "http://purl.bdrc.io/resource/G1KR1017" , 瓦然寺 ,
 "http://purl.bdrc.io/resource/G1KR1017" , "Waran si" ,
 "http://purl.bdrc.io/resource/G1KR1017" , 都生寺 ,
 "http://purl.bdrc.io/resource/G1KR1017" , "Dusheng si" ,
 "http://purl.bdrc.io/resource/G1KR1030" , 达依寺 ,
 "http://purl.bdrc.io/resource/G1KR1030" , "stag gzhi dgon/" ,
 "http://purl.bdrc.io/resource/G1KR1030" , "dayi si" ,
 "http://purl.bdrc.io/resource/G1KR1030" , "dasi gongba" ,
 "http://purl.bdrc.io/resource/G1KR1030" , 达益寺 ,
 "http://purl.bdrc.io/resource/G1KR1030" , 达斯贡巴 ,
 "http://purl.bdrc.io/resource/G1KR1035" , 地普寺 ,
 "http://purl.bdrc.io/resource/G1KR1035" , "Dipu si" ,
 "http://purl.bdrc.io/resource/G4686" , "wa ra dgon/" ,
 "http://purl.bdrc.io/resource/G1KR1038" , 青棵寺 ,
 "http://purl.bdrc.io/resource/G1KR1038" , "Qingke si" ,
 "http://purl.bdrc.io/resource/G1KR1038" , 德登寺 ,
 "http://purl.bdrc.io/resource/G1KR1038" , "Dedeng si" ,
 "http://purl.bdrc.io/resource/G1KR1060" , 帮格寺 ,
 "http://purl.bdrc.io/resource/G1KR1060" , "spong dgon/" ,
 "http://purl.bdrc.io/resource/G1KR1060" , 次仁寺 ,
 "http://purl.bdrc.io/resource/G1KR1060" , "ciren si" ,
 "http://purl.bdrc.io/resource/G1KR1060" , "bangge si" ,
 "http://purl.bdrc.io/resource/G1KR1023" , 木桑寺 ,
 "http://purl.bdrc.io/resource/G1KR1023" , "Musang si" ,
 "http://purl.bdrc.io/resource/G1KR1029" , 扎西寺 ,
 "http://purl.bdrc.io/resource/G1KR1029" , "bkra shis dgon/" ,
 "http://purl.bdrc.io/resource/G1KR1069" , 车所寺 ,
 "http://purl.bdrc.io/resource/G1KR1069" , "Chesuo si" ,
 "http://purl.bdrc.io/resource/G1KR1064" , 日果寺 ,
 "http://purl.bdrc.io/resource/G1KR1064" , "Riguo si" ,
 "http://purl.bdrc.io/resource/G1KR1064" , 日郭寺 ,
 "http://purl.bdrc.io/resource/G1KR1051" , 觉乃寺 ,
 "http://purl.bdrc.io/resource/G1KR1051" , 香拿寺 ,
 "http://purl.bdrc.io/resource/G1KR1022" , 贡则寺 ,
 "http://purl.bdrc.io/resource/G1KR1022" , "Gongze si" ,
 "http://purl.bdrc.io/resource/G1KR1067" , 佐龙寺 ,
 "http://purl.bdrc.io/resource/G1KR1067" , "Zuolong si" ,
 "http://purl.bdrc.io/resource/G1KR1025" , 卓东寺 ,
 "http://purl.bdrc.io/resource/G1KR1025" , "Zhuodong si" ,
 "http://purl.bdrc.io/resource/G1KR1028" , 格土寺 ,
 "http://purl.bdrc.io/resource/G1KR1028" , "Getu si" ,
 "http://purl.bdrc.io/resource/G1KR1047" , 沙嘎寺 ,
 "http://purl.bdrc.io/resource/G1KR1047" , "Benqing si" ,
 "http://purl.bdrc.io/resource/G1KR1047" , 本青寺 ,
 "http://purl.bdrc.io/resource/G1KR1047" , "Shaga si" ,
 "http://purl.bdrc.io/resource/G1KR1034" , 各次寺 ,
 "http://purl.bdrc.io/resource/G1KR1034" , "Geci si" ,
 "http://purl.bdrc.io/resource/G1KR1019" , 都生寺 ,
 "http://purl.bdrc.io/resource/G1KR1019" , 藏托寺 ,
 "http://purl.bdrc.io/resource/G1KR1019" , "Zangtuo si" ,
 "http://purl.bdrc.io/resource/G1KR1019" , "Dusheng si" ,
 "http://purl.bdrc.io/resource/G1KR1046" , 依日寺 ,
 "http://purl.bdrc.io/resource/G1KR1046" , 觉乃寺 ,
 "http://purl.bdrc.io/resource/G1KR1046" , "Yiri si" ,
 "http://purl.bdrc.io/resource/G1KR1033" , 朝日寺 ,
 "http://purl.bdrc.io/resource/G1KR1033" , "Chaori si" ,
 "http://purl.bdrc.io/resource/G1KR1072" , 古日寺 ,
 "http://purl.bdrc.io/resource/G1KR1072" , "Guri si" ,
 "http://purl.bdrc.io/resource/G1KR1044" , 德登寺 ,
 "http://purl.bdrc.io/resource/G1KR1044" , 达吉寺 ,
 "http://purl.bdrc.io/resource/G1KR1044" , "Daji si" ,
 "http://purl.bdrc.io/resource/G1KR1044" , "Dedeng si" ,
 "http://purl.bdrc.io/resource/G1KR1071" , 根普寺 ,
 "http://purl.bdrc.io/resource/G1KR1071" , "Genpu si" ,
 "http://purl.bdrc.io/resource/G1KR1071" , 格普寺 ,
 "http://purl.bdrc.io/resource/G1KR1063" , 古普寺 ,
 "http://purl.bdrc.io/resource/G1KR1063" , "Gupu si" ,
 "http://purl.bdrc.io/resource/G1KR1021" , 波罗寺 ,
 "http://purl.bdrc.io/resource/G1KR1021" , "Boluo si" ,
 "http://purl.bdrc.io/resource/G1KR1062" , 字嘎寺 ,
 "http://purl.bdrc.io/resource/G1KR1062" , "Ziga si" ,
 "http://purl.bdrc.io/resource/G1KR1058" , 香托寺 ,
 "http://purl.bdrc.io/resource/G1KR1058" , "Xiangtuo si" ,
 "http://purl.bdrc.io/resource/G1KR1058" , 衣日寺 ,
 "http://purl.bdrc.io/resource/G1KR1058" , "Yiri si" ,
 "http://purl.bdrc.io/resource/G1KR1024" , 色炯寺 ,
 "http://purl.bdrc.io/resource/G1KR1024" , "Sejiong si" ,
 "http://purl.bdrc.io/resource/G1KR1065" , 宗玛寺 ,
 "http://purl.bdrc.io/resource/G1KR1065" , "Zongma si" ,
 "http://purl.bdrc.io/resource/G3194" , "'dzi sgar shang" ,
 "http://purl.bdrc.io/resource/G1KR1056" , 香拿寺 ,
 "http://purl.bdrc.io/resource/G1KR1056" , 拉池寺 ,
 "http://purl.bdrc.io/resource/G1KR1056" , "Lachi si" ,
 "http://purl.bdrc.io/resource/G1KR1027" , 帮扎寺 ,
 "http://purl.bdrc.io/resource/G1KR1027" , "Bangzha si" ,
 "http://purl.bdrc.io/resource/G1KR1014" , 江普寺 ,
 "http://purl.bdrc.io/resource/G1KR1014" , "Jiangpu si" ,
 "http://purl.bdrc.io/resource/G1KR1068" , 宗扎寺 ,
 "http://purl.bdrc.io/resource/G1KR1068" , 宗杂寺 ,
 "http://purl.bdrc.io/resource/G1KR1068" , "Zongza si" ,
 "http://purl.bdrc.io/resource/G3575" , "gtsang kha shang (rgyal rtse rdzong)" ,
 "http://purl.bdrc.io/resource/G3110" , "gnya' lam tshong 'dus/" ,
 "http://purl.bdrc.io/resource/G1GS140236" , "bya phug" ,
 "http://purl.bdrc.io/resource/G1GS140236" , "ja phug" ,
 "http://purl.bdrc.io/resource/G1GS140236" , "gnya' nang bya phug" ,
 "http://purl.bdrc.io/resource/G1KR2910" , "lung dmar dgon pa/" ,
 "http://purl.bdrc.io/resource/G1KR2910" , 龙迈寺 ,
 "http://purl.bdrc.io/resource/G1KR2910" , "longmai si" ,
 "http://purl.bdrc.io/resource/G1KR2909" , 热水七道班嘛呢康 ,
 "http://purl.bdrc.io/resource/G1KR2909" , "re hru'u chi to pan ma Ni khang" ,
 "http://purl.bdrc.io/resource/G1KR2909" , "reshui qidaoban manikang" ,
 "http://purl.bdrc.io/resource/G1KR2911" , 扎西曲岗寺 ,
 "http://purl.bdrc.io/resource/G1KR2911" , "bkra shis chos sgang dgon/" ,
 "http://purl.bdrc.io/resource/G1KR2911" , 日安寺 ,
 "http://purl.bdrc.io/resource/G1KR2911" , "bkra shis chos sgang dgon phun tshogs dar rgyas gling" ,
 "http://purl.bdrc.io/resource/G1KR2911" , "rian si" ,
 "http://purl.bdrc.io/resource/G1KR2911" , "zhaxi qugang si" ,
 "http://purl.bdrc.io/resource/G1KR2912" , 阿什旦参康 ,
 "http://purl.bdrc.io/resource/G1KR2912" , "a brtan mtshams khang" ,
 "http://purl.bdrc.io/resource/G1KR2912" , "ashidang cankang" ,
 "http://purl.bdrc.io/resource/G1KR2912" , 阿什旦寺 ,
 "http://purl.bdrc.io/resource/G1KR2912" , "ashidan si" ,
 "http://purl.bdrc.io/resource/G1KR2912" , 阿什当参康 ,
 "http://purl.bdrc.io/resource/G1KR2912" , "mtshamas thog" ,
 "http://purl.bdrc.io/resource/G1KR2914" , 巴隆寺 ,
 "http://purl.bdrc.io/resource/G1KR2914" , "pa lung dgon pa/" ,
 "http://purl.bdrc.io/resource/G1KR2914" , "balong si" ,
 "http://purl.bdrc.io/resource/G1KR2908" , "paN chen zhing sde dgon pa/" ,
 "http://purl.bdrc.io/resource/G1KR2908" , 香日德寺 ,
 "http://purl.bdrc.io/resource/G1KR2908" , 香日�寺 ,
 "http://purl.bdrc.io/resource/G1KR2908" , 班禅香日德寺/班禅行辕 ,
 "http://purl.bdrc.io/resource/G1KR2913" , 沟里寺 ,
 "http://purl.bdrc.io/resource/G1KR2913" , "rgu ri dgon pa/" ,
 "http://purl.bdrc.io/resource/G1KR2913" , "rgu ri dgon pa bsam gtan chos gling" ,
 "http://purl.bdrc.io/resource/G1KR2913" , "bsam gtan chos gling" ,
 "http://purl.bdrc.io/resource/G1KR2913" , "gouli si" ,
 "http://purl.bdrc.io/resource/G1KR2913" , "zhiyu si/gouri si" ,
 "http://purl.bdrc.io/resource/G1KR2913" , 智玉寺/苟日寺 ,
 "http://purl.bdrc.io/resource/G1KR2907" , 香日德察汗毛嘛呢康 ,
 "http://purl.bdrc.io/resource/G1KR2907" , "zhang sde tsha han mao ma Ni khang" ,
 "http://purl.bdrc.io/resource/G1KR2907" , "xiangride chahanmao manikang" ,
 "http://purl.bdrc.io/resource/G3577" , "ri zhing shang (rgyal rtse rdzong)" ,
 "http://purl.bdrc.io/resource/G1KR1180" , 白登寺 ,
 "http://purl.bdrc.io/resource/G1KR1180" , 查仲德钦绕吉林寺 ,
 "http://purl.bdrc.io/resource/G1KR1180" , "Baideng si" ,
 "http://purl.bdrc.io/resource/G1KR1180" , "Chazhong deqin raojilinsi" ,
 "http://purl.bdrc.io/resource/G1PD96043" , 白化寺 ,
 "http://purl.bdrc.io/resource/G1PD96043" , "pe hA zi/" ,
 "http://purl.bdrc.io/resource/G1PD96043" , 白化寺 ,
 "http://purl.bdrc.io/resource/G1PD96043" , "pe hA zi/" ,
 "http://purl.bdrc.io/resource/G1PD96043" , "baihua si" ,
 "http://purl.bdrc.io/resource/G1PD96043" , "bai hua si" ,
 "http://purl.bdrc.io/resource/G1PD96176" , "this pa ri khrod/" ,
 "http://purl.bdrc.io/resource/G1PD96176" , 特巴静房 ,
 "http://purl.bdrc.io/resource/G1PD96176" , "teba jing fang" ,
 "http://purl.bdrc.io/resource/G1KR1905" , "bkra shis lung ri bo dge 'phel ri khrod/" ,
 "http://purl.bdrc.io/resource/G1KR1905" , 瑙毗沟寺 ,
 "http://purl.bdrc.io/resource/G1KR1197" , 达江寺 ,
 "http://purl.bdrc.io/resource/G1KR1197" , "Dajiang si" ,
 "http://purl.bdrc.io/resource/G1KR2006" , 桑周寺 ,
 "http://purl.bdrc.io/resource/G1KR2006" , "kha pa'i bsam grub bon dgon/" ,
 "http://purl.bdrc.io/resource/G1KR2006" , "Sangzhou Si" ,
 "http://purl.bdrc.io/resource/G1KR1194" , 色嘎寺 ,
 "http://purl.bdrc.io/resource/G1KR1194" , 色卡寺 ,
 "http://purl.bdrc.io/resource/G1KR1194" , "Seka si" ,
 "http://purl.bdrc.io/resource/G1KR2263" , 下多巴寺 ,
 "http://purl.bdrc.io/resource/G1KR2263" , "zha stod pa zi/" ,
 "http://purl.bdrc.io/resource/G1KR2264" , "bar gyang zi/" ,
 "http://purl.bdrc.io/resource/G1KR2264" , 哇尔江寺 ,
 "http://purl.bdrc.io/resource/G1KR2264" , "waerjiang si" ,
 "http://purl.bdrc.io/resource/G4540" , "dbang bzang zhang" ,
 "http://purl.bdrc.io/resource/G2277" , "lo bo bde chen dgon/" ,
 "http://purl.bdrc.io/resource/G2277" , 罗布德庆寺 ,
 "http://purl.bdrc.io/resource/G2277" , 罗波拉康 ,
 "http://purl.bdrc.io/resource/G2277" , "luobo deqing si" ,
 "http://purl.bdrc.io/resource/G2277" , "luobo si" ,
 "http://purl.bdrc.io/resource/G2287" , "stong mtsho chus (sger rtse rdzong)" ,
 "http://purl.bdrc.io/resource/G3CN483" , "'o dang" ,
 "http://purl.bdrc.io/resource/G3CN483" , "Odang" ,
 "http://purl.bdrc.io/resource/G3CN483" , "'o rgyal thang" ,
 "http://purl.bdrc.io/resource/G3CN483" , "'o thang" ,
 "http://purl.bdrc.io/resource/G3CN477" , "mal tro'i ske bye/" ,
 "http://purl.bdrc.io/resource/G3CN477" , "Maltro Keche" ,
 "http://purl.bdrc.io/resource/G3CN477" , "mal dro'i ske bye/" ,
 "http://purl.bdrc.io/resource/G3CN476" , "sprags kyi sha ra/" ,
 "http://purl.bdrc.io/resource/G3CN476" , "Drak" ,
 "http://purl.bdrc.io/resource/G3CN160" , "ngan lam/" ,
 "http://purl.bdrc.io/resource/G3CN160" , "Ngenlam" ,
 "http://purl.bdrc.io/resource/G3CN538" , "Drak" ,
 "http://purl.bdrc.io/resource/G3CN538" , "sprags kyi mur gas/" ,
 "http://purl.bdrc.io/resource/G3CN538" , "sprags gyi mur gas/" ,
 "http://purl.bdrc.io/resource/G3CN46" , "'bri mtshams/" ,
 "http://purl.bdrc.io/resource/G3CN45" , "com pa/" ,
 "http://purl.bdrc.io/resource/G3CN45" , "Compa" ,
 "http://purl.bdrc.io/resource/G3CN475" , "Nyenkar" ,
 "http://purl.bdrc.io/resource/G3CN475" , "nyen kar/" ,
 "http://purl.bdrc.io/resource/G3CN475" , "nyen mkhar/" ,
 "http://purl.bdrc.io/resource/G3CN159" , "ba lam/" ,
 "http://purl.bdrc.io/resource/G3CN159" , "Balam" ,
 "http://purl.bdrc.io/resource/G3CN44" , "'brang mtshams/" ,
 "http://purl.bdrc.io/resource/G3CN167" , "brag rum/" ,
 "http://purl.bdrc.io/resource/G3CN43" , "phyugs mtshams/" ,
 "http://purl.bdrc.io/resource/G3CN43" , "Chuktsam" ,
 "http://purl.bdrc.io/resource/G3CN479" , "snam stod/" ,
 "http://purl.bdrc.io/resource/G3CN479" , "Nam" ,
 "http://purl.bdrc.io/resource/G3CN170" , "bra/" ,
 "http://purl.bdrc.io/resource/G3CN170" , "bra rnams/" ,
 "http://purl.bdrc.io/resource/G3CN49" , "yes rab stong bu chung" ,
 "http://purl.bdrc.io/resource/G3CN49" , "yel rab stong bu chung" ,
 "http://purl.bdrc.io/resource/G3CN103" , "za gad/" ,
 "http://purl.bdrc.io/resource/G3CN158" , "Rak" ,
 "http://purl.bdrc.io/resource/G3CN158" , "rag+sha" ,
 "http://purl.bdrc.io/resource/G3CN158" , "rag nas/" ,
 "http://purl.bdrc.io/resource/G3CN162" , "dbul sde/" ,
 "http://purl.bdrc.io/resource/G3CN162" , "dbus skor/" ,
 "http://purl.bdrc.io/resource/G3CN162" , "dbu sa skor/" ,
